Trường,Mã Trường,Ngành,Khối,Năm,Điểm chuẩn
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.51,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.52,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.79,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.77,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.13,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.79,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.73,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.12,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.41,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.6,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.83,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.34,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.38,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.06,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.63,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.44,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.27,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.38,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.89,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.59,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,28.61,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,23.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.35,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.06,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.17,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,23.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.38,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.64,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.92,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.78,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.9,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.4,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.29,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.27,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.41,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.69,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.13,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.44,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.89,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.61,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.64,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,27.61,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,25.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,26.29,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.66,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,A00; A01; D01; D07,24.55,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.81,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.86,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,101.6,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.35,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,111.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.24,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,97.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,114.91,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.35,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.02,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,114.49,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,109.05,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,94.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,114.84,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,98.87,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,118.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,99.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,114,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,119.81,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,110.37,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,97.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,94.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,99.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,94.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,97.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,109.05,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,94.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,116.66,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,103.33,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,98.94,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,109.05,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,111.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,106.46,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,102.72,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.13,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.42,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,104.49,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.09,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,102.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,97.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,100.13,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,118.27,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.31,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,88.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,91.45,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,103.33,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,104.38,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,90.19,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,88,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,91.66,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,100.48,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,95.44,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,99.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,107.29,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,102.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,105.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,111.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,96.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,90.4,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,104.6,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,104.49,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,90.75,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,109.88,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,98.87,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,112.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,103.71,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,99.08,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,93.9,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,102.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,87,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,100.27,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,93.48,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,111.85,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,99.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,104.6,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,93.62,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,Q00,92.85,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950.38,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950.76,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,917,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,961.02,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,988,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,960.26,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,878.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1010.83,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,961.02,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,958.74,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1009.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,972.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,843.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1010.54,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,889.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1024.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,896,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1007,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1031.48,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,981.92,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,878.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,843.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,896,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,843.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,878.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,972.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,843.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1018.21,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,933.28,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,890.4,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,972.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,950,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,988,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,861,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,954.94,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,928.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,959.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,947.72,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,941.26,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,945.44,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,923.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,878.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,902.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,1024.99,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.96,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,779.63,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,815.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,933.28,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,940.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,802.9,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,768.25,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,817.6,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,905.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,855.4,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,896,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,960.64,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,924,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,946.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,988,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,868,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,805,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,942.02,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,941.26,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,808.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,978.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,889.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,995.22,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,935.94,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,891.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,840,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,923.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,745.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,903.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,835.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,992.18,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,896,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,942.02,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,837.2,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,,829.5,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.68,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.73,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,69.3,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,74.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,77.7,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.63,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,74,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,67.08,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,80.76,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,74.1,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,73.8,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,80.51,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.63,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,75.67,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.63,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,65.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,80.71,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,67.73,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,82.65,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,68.09,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,80.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,83.58,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,76.89,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,67.08,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,65.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,68.09,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,65.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,67.08,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,75.67,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,65.07,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,81.77,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,72.23,2025,0
Đại Học Kinh Tế Quốc Dân 2025 chính xác,KHA,K00,70.4,2025,0
