Trường,Mã Trường,Ngành,Khối,Năm,Điểm chuẩn
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C20; X74,28.58,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D15,29.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,28.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.79,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,26.54,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,25.62,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,25.37,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D02,21.9,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,21.65,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,21.15,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D03,21.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D04,25.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,22.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02; X07,22.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X08,22.1,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,26.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,26.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,27.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,23.12,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,23.37,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,24.12,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.59,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A07,27.84,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19; C20; X70; X74,27.34,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.14,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A07,27.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19; C20; X70; X74,26.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,24.8,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,24.55,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D02,18.25,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,18,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,17.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D03,19,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D04,22.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; D06,21,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01; DD2,22,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14; DH5,21.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.47,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,28.97,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,27.97,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03; C04,27.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,26.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,27.32,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,25.82,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03; C04,26.82,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,26.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C04,26.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C20; X74,26.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D15,27.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,21.25,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D09,21.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,25.95,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,27.45,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,26.45,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00; X14,19.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D08,20,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X16,19.25,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X07,24.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X08,24,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,24.25,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,24.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; X10,24.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D07,26.25,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; X06; X07,26.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,26.67,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; X26,19,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B08,19.75,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D07,19.5,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,27.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19; X70,25.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,26.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,25.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,25.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,27.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14; D15,26.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,19.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,19.92,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,20.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,21.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,21.92,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,22.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,21.42,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,22.17,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,22.42,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,18.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,18.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,18.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,18.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,16.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,16.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,23.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,22.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,23.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,23.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,20.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,21.1,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D01; X01,21.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,22.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,23.1,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M03,25.07,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M02,23.57,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M03,25.07,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M02,25.57,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M03,25.07,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M02,25.82,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,23.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,25.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,22.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,24.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,23.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,25.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,25.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,25.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19,25.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,26.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,25.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19,25.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,26.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19,25.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C03,26.39,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.89,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,25.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,25.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,26.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,26.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,26.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,26.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,26.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,26.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.78,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,27.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.78,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,27.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C14; D66,27.78,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C19,27.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X01; X78,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70,26.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,T01,25.81,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M08,25.31,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,T01,26.06,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M08,25.31,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,T01,23.81,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,M08,25.31,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q02,22.54,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q01,23.04,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q02,22.54,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q01,23.29,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q02,22.54,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,Q01,21.04,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; X06,25.66,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,26.16,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; X06,27.66,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,28.16,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; X06,27.91,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,28.41,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,22.47,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,22.22,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,22.72,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,22.47,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; B08; D07,20.47,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X26,20.22,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,28.66,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; C01,28.16,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,28.66,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; C01,26.66,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,27.16,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; C01,28.16,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,26.14,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D07,26.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,28.14,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D07,28.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,28.14,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D07,28.64,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,26.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D08,27.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,26.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D08,27.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D08,25.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.77,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,29.02,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,28.27,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.77,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,29.02,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,28.27,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00,27.77,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,29.02,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,28.27,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X74,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C20,27.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C04,28.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D15,28.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X74,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C20,27.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C20,27.53,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C04,28.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C04,28.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D15,28.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X74,27.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D15,28.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.72,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,26.22,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.97,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,26.47,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,26.22,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,25.72,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,21.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,20.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,20.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,20.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,20.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,19.98,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,21.23,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,20.73,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,20.48,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,21.06,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,21.31,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,20.56,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,24.65,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,25.15,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,25.4,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,20.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; X07,22.58,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,19.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02; X08,21.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X07,20.08,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,21.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,22.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,22.08,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X08,20.08,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; X07,22.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X07,21.58,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02; X08,21.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,21.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,21.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X08,22.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X07,21.58,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,20.83,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X08,22.08,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01; X07,20.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A01,22.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02; X08,20.33,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,23.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; A02,24.1,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,24.35,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; A02,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,23.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,24.1,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; B00,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,23.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00; A02,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,25.85,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A02,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,B00,25.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,A00,23.6,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70; X74,26.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19; C20,26.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70; X74,26.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19; C20,26.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X70; X74,26.03,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,C00; C19; C20,26.28,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,24.74,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,24.24,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,23.99,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,23.49,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,24.49,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,X79,23.99,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,16.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,16.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,16.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,15.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,17.13,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,16.63,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D66; X78,16.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,17.38,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D14,16.88,2025,0
Trường Đại Học Sư Phạm TPHCM 2025 chính xác,SPS,D01,17.97,2025,0
